id,start,destination,blind_paths,blind_input_tokens,blind_output_tokens,link_aware_paths,link_aware_input_tokens,link_aware_output_tokens,external_info_paths,external_info_input_tokens,external_info_output_tokens,tot_paths,tot_input_tokens,tot_output_tokens,difficulty
Batman_Peanut_3,Batman,Peanut,"[""Batman"", ""DC Comics"", ""Comic Book"", ""Book"", ""Publishing"", ""Business"", ""Agriculture"", ""Crop"", ""Legume"", ""Peanut""]",299,1471,"[""Batman"", ""Crime"", ""Law"", ""International_law"", ""United_Nations"", ""Food"", ""Peanut""]",3678,3902,"[""Batman"", ""Superman""]",15812,7746,,0,0,Hard
Cat_University_3,Cat,University,"[""Cat"", ""Zoology"", ""Biology"", ""Science"", ""Science education"", ""Education"", ""Higher education"", ""University""]",298,366,"[""Cat"", ""Animal"", ""Aristotle"", ""Education"", ""University""]",2090,2930,"[""Cat"", ""Cyprus"", ""United_States"", ""Education"", ""University""]",7920,2624,"[""Cat"", ""Mammal"", ""Whale"", ""Science"", ""University""]",13065,10896,Hard
God_Apple_3,God,Apple,"[""God"", ""Abrahamic religions"", ""Christianity"", ""Bible"", ""Genesis (Bible)"", ""Garden of Eden"", ""Apple""]",298,1957,"[""God"", ""United_States""]",6572,5422,"[""God"", ""United_States"", ""Electronics""]",14006,4815,"[""God"", ""Nature"", ""Plant"", ""Fruit"", ""Apple""]",18989,13673,Hard
Canada_Pony_3,Canada,Pony,"[""Canada"", ""Horse"", ""Pony""]",299,142,"[""Canada"", ""English_language"", ""Great_Britain""]",7215,5980,,0,0,,0,0,Hard
AIDS_Tour_de_France_3,AIDS,Tour_de_France,"[""AIDS"", ""Human immunodeficiency virus"", ""Medicine"", ""Sports medicine"", ""Cycling"", ""Tour de France""]",302,1849,"[""AIDS"", ""France"", ""Lyon"", ""Paris"", ""Tour_de_France""]",2725,1571,,0,0,"[""AIDS"", ""France"", ""Marseille"", ""Paris"", ""Tour_de_France""]",8419,7855,Hard
Cereal_Kurt_Cobain_3,Cereal,Kurt_Cobain,"[""Cereal"", ""Breakfast"", ""Breakfast foods"", ""American cuisine"", ""United States"", ""American music"", ""Alternative rock"", ""Grunge"", ""Nirvana (band)"", ""Kurt Cobain""]",303,1949,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3615,1487,"[""Cereal"", ""United_States"", ""Music_of_the_United_States"", ""Nirvana_(band)"", ""Kurt_Cobain""]",7739,2645,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",12003,7724,Hard
Christianity_Natalie_Portman_3,Christianity,Natalie_Portman,"[""Christianity"", ""United States"", ""Hollywood"", ""Film"", ""Black Swan"", ""Natalie_Portman""]",302,1219,"[""Christianity"", ""Judaism""]",4542,3158,"[""Christianity"", ""A_cappella"", ""Renaissance_music""]",15894,8805,,0,0,Hard
Colombia_Menthol_3,Colombia,Menthol,"[""Colombia"", ""Flora of Colombia"", ""Lamiaceae"", ""Mentha"", ""Menthol""]",300,1521,"[""Colombia"", ""South_America"", ""Brazil""]",6702,8678,"[""Colombia"", ""Spanish_language"", ""United_Kingdom"", ""GlaxoSmithKline"", ""Vitamin_C""]",17353,9621,,0,0,Hard
Napoleonic_Wars_Superman_3,Napoleonic_Wars,Superman,,0,0,,0,0,"[""Napoleonic_Wars"", ""United_States""]",11472,5938,"[""Napoleonic_Wars"", ""United_States"", ""Television"", ""Film"", ""Animation"", ""Motion_(physics)"", ""Physics"", ""Superman""]",51275,53045,Hard
Batman_Wikisource_3,Batman,Wikisource,"[""Batman"", ""Batman (film)"", ""Wikimedia Foundation"", ""Wikisource""]",300,1808,"[""Batman"", ""Superman""]",3583,4330,"[""Batman"", ""Superman""]",14233,6263,,0,0,Hard
Christianity_Coconut_crab_3,Christianity,Coconut_crab,"[""Christianity"", ""Religion"", ""Science"", ""Biology"", ""Animal"", ""Crab"", ""Coconut_crab""]",302,762,"[""Christianity"", ""Philippines"", ""Indonesia"", ""India"", ""Indian_Ocean"", ""Maldives"", ""Fishing"", ""Crustacean"", ""Arthropod"", ""Coconut_crab""]",5382,5569,,0,0,,0,0,Hard
David_Beckham_Frog_3,David_Beckham,Frog,,0,0,"[""David_Beckham"", ""England"", ""United_Kingdom""]",7745,7546,"[""David_Beckham"", ""Pel\u00e9"", ""Nazism"", ""Animal_rights"", ""Gorilla"", ""Otter"", ""Frog""]",8694,4807,"[""David_Beckham"", ""Football_(soccer)"", ""FIFA"", ""Europe"", ""Carnivore"", ""Frog""]",20869,25559,Hard
Geometry_Volleyball_3,Geometry,Volleyball,"[""Geometry"", ""Mathematics"", ""Game theory"", ""Game"", ""Sports"", ""Volleyball""]",299,1406,"[""Geometry"", ""Physics"", ""Motion_(physics)""]",5736,5922,"[""Geometry"", ""Physics""]",11252,5012,,0,0,Hard
Brain_Telephone_4,Brain,Telephone,"[""Brain"", ""Psychology"", ""Communication"", ""Telephone""]",298,575,"[""Brain"", ""Computer_science"", ""Information"", ""Communication""]",2433,1946,"[""Brain"", ""Chordate"", ""Animal"", ""Vertebrate"", ""Human"", ""Communication"", ""Telephone""]",8445,2991,"[""Brain"", ""Mind"", ""Psychology"", ""19th_century"", ""Telephone""]",11253,8989,Medium
Theatre_Zebra_4,Theatre,Zebra,,0,0,"[""Theatre"", ""Brazil"", ""Africa"", ""Zebra""]",2581,2044,"[""Theatre"", ""Dance"", ""Animal"", ""Mammal"", ""Lion"", ""Zebra""]",7723,3199,"[""Theatre"", ""Drama"", ""Television"", ""Telecommunication"", ""Africa"", ""Lion"", ""Zebra""]",53990,56431,Medium
Asteroid_Viking_4,Asteroid,Viking,"[""Asteroid"", ""Space probe"", ""Viking (spacecraft)""]",300,843,"[""Asteroid"", ""Mars""]",6611,6805,,0,0,,0,0,Medium
Batman_Wood_4,Batman,Wood,,0,0,"[""Batman"", ""Crime"", ""Industry"", ""Manufacturing"", ""Engineering"", ""Technology"", ""Wood""]",2752,3022,"[""Batman"", ""Earthquake"", ""Earth"", ""Soil"", ""Forest"", ""Tree"", ""Wood""]",8358,3662,,0,0,Medium
Beer_Sun_4,Beer,Sun,"[""Beer"", ""Brewing"", ""Fermentation"", ""Microbiology"", ""Biology"", ""Biochemistry"", ""Chemistry"", ""Physics"", ""Astrophysics"", ""Sun""]",298,842,"[""Beer"", ""Carbon_dioxide"", ""Photosynthesis"", ""Photon"", ""Light"", ""Sun""]",2852,3214,"[""Beer"", ""Sugar"", ""Honey"", ""Gold"", ""Iron"", ""Star"", ""Sun""]",10117,4620,"[""Beer"", ""Water"", ""Sun""]",3271,2621,Medium
Batman_Banana_4,Batman,Banana,,0,0,"[""Batman"", ""Superman"", ""Film""]",6812,6465,,0,0,"[""Batman"", ""Superman"", ""Film"", ""Color"", ""Fruit"", ""Banana""]",21297,18343,Medium
Cat_Computer_4,Cat,Computer,"[""Cat"", ""Felis catus"", ""Mammal"", ""Animal"", ""Biology"", ""Science"", ""Computer science"", ""Computer""]",298,740,"[""Cat"", ""Scientific_classification"", ""Human"", ""Technology"", ""Computer_science"", ""Charles_Babbage"", ""Computer""]",3387,3693,"[""Cat"", ""Sound""]",13300,4425,"[""Cat"", ""Mammal"", ""Human"", ""Technology"", ""Computer""]",8867,7518,Medium
Cat_Microsoft_4,Cat,Microsoft,,0,0,"[""Cat"", ""Animal"", ""Scientific_classification"", ""Apple"", ""United_States"", ""Computer"", ""Microsoft_Windows"", ""Microsoft""]",5128,5559,"[""Cat"", ""Sound"", ""Music"", ""Language"", ""Computer_science"", ""Internet"", ""Microsoft""]",8267,2545,"[""Cat"", ""Evolution"", ""Computer"", ""Microsoft_Windows"", ""Microsoft""]",17568,11423,Medium
Dog_Telephone_4,Dog,Telephone,"[""Dog"", ""Domestic dog"", ""Human"", ""Science and technology"", ""Telecommunications"", ""Telephone""]",298,679,"[""Dog"", ""English_language"", ""United_States"", ""Electronics"", ""Telephone""]",3914,1910,"[""Dog"", ""DNA"", ""Information"", ""Communication"", ""Telephone""]",5827,1995,"[""Dog"", ""Mammal"", ""20th_century"", ""Telephone""]",8445,6849,Medium
Dog_Venus_4,Dog,Venus,"[""Dog"", ""Domestic dog"", ""Canis lupus familiaris"", ""Canis"", ""Animal"", ""Life"", ""Astrobiology"", ""Venus""]",299,948,"[""Dog"", ""Mammal"", ""Vertebrate"", ""Animal"", ""Sunlight"", ""Sun"", ""Solar_System"", ""Venus""]",3882,4161,"[""Dog"", ""Fossil""]",14689,7126,"[""Dog"", ""Animal"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",13377,12053,Medium
Aluminium_chloride_Parrot_4,Aluminium_chloride,Parrot,,0,0,"[""Aluminium_chloride"", ""Chlorine"", ""Color"", ""Bird"", ""Parrot""]",2100,3427,,0,0,"[""Aluminium_chloride"", ""Recycling"", ""Environmental_science"", ""Ecology"", ""Biodiversity"", ""Bird"", ""Parrot""]",45256,43077,Medium
Batman_Bible_4,Batman,Bible,"[""Batman"", ""DC Comics"", ""Comic book"", ""Graphic novel"", ""Fantasy"", ""Mythology"", ""Religion"", ""Bible""]",298,1886,"[""Batman"", ""Crime"", ""Religion"", ""Bible""]",1480,1037,"[""Batman"", ""Chemistry"", ""Science"", ""Middle_Ages"", ""Christianity"", ""Bible""]",7485,2014,"[""Batman"", ""Crime"", ""Religion"", ""Bible""]",5635,3741,Medium
England_God_4,England,God,"[""England"", ""Christianity"", ""Bible"", ""God""]",298,316,"[""England"", ""Christianity"", ""Bible"", ""God""]",2415,1508,"[""England"", ""Christianity"", ""Jesus"", ""God""]",5775,921,"[""England"", ""Anglicanism"", ""God""]",4445,2655,Medium
Art_Mango_4,Art,Mango,"[""Art"", ""Culinary art"", ""Food"", ""Fruit"", ""Mango""]",299,1146,"[""Art"", ""Painting"", ""India"", ""Mango""]",2179,2374,"[""Art"", ""Sultan"", ""Sumatra"", ""Palm_oil"", ""Indonesia"", ""India"", ""Mango""]",9594,3929,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",4466,6018,Medium
14th_century_Rainbow_4,14th_century,Rainbow,"[""14th_century"", ""14th_century_in_science"", ""Astronomy"", ""Optics"", ""Color"", ""Rainbow""]",301,935,"[""14th_century"", ""Renaissance"", ""Music"", ""Physics"", ""Light"", ""Rainbow""]",3229,2531,"[""14th_century"", ""Abacus"", ""Latin"", ""Science"", ""Quantum_mechanics"", ""Wave"", ""Ultraviolet"", ""Color"", ""Rainbow""]",11409,5097,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",11973,8161,Medium
Electricity_God_4,Electricity,God,"[""Electricity"", ""Electrical energy"", ""Energy"", ""Physics"", ""Philosophy"", ""Religion"", ""God""]",299,780,"[""Electricity"", ""Mesopotamia"", ""God""]",1203,1281,"[""Electricity"", ""Physics"", ""Sun""]",12325,4440,"[""Electricity"", ""Physics"", ""Philosophy"", ""Religion"", ""God""]",15050,10255,Medium
Archbishop_of_Canterbury_Vietnam_4,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Canterbury"", ""England"", ""Europe"", ""Asia"", ""Southeast Asia"", ""Vietnam""]",303,1271,"[""Archbishop_of_Canterbury"", ""Anglican_Communion"", ""British_Empire"", ""United_Kingdom"", ""France"", ""China"", ""Vietnam""]",5038,2519,"[""Archbishop_of_Canterbury"", ""Rome"", ""France"", ""China"", ""Vietnam""]",7109,2636,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",5988,4993,Medium
Batman_Vitamin_D_4,Batman,Vitamin_D,"[""Batman"", ""Comic book character"", ""Superhero"", ""Superpower"", ""Energy"", ""Solar energy"", ""Sun"", ""Sunlight"", ""Vitamin_D""]",299,1808,"[""Batman"", ""Chemistry"", ""Biology""]",4221,3130,"[""Batman"", ""Chemistry"", ""Medicine"", ""Health"", ""Nutrition"", ""Vitamin_D""]",6770,2764,"[""Batman"", ""Superman"", ""Sun"", ""Sunlight"", ""Vitamin_D""]",13256,11402,Medium
China_Moon_4,China,Moon,"[""China"", ""Chinese space program"", ""Lunar exploration (China)"", ""Chang'e 4"", ""Moon""]",298,724,"[""China"", ""Beijing"", ""Great_Wall_of_China"", ""Neil_Armstrong"", ""Moon""]",2696,2562,"[""China"", ""Pacific_Ocean"", ""Earth"", ""Planet"", ""Moon""]",7293,1381,"[""China"", ""Shanghai"", ""Solar_eclipse"", ""Lunar_eclipse"", ""Moon""]",9080,7396,Medium
Achilles_tendon_Ivory_4,Achilles_tendon,Ivory,"[""Achilles_tendon"", ""Calcaneus"", ""Heel"", ""Foot"", ""Ankle"", ""Tibia"", ""Bone"", ""Tusks"", ""Elephant"", ""Ivory""]",302,1767,,0,0,"[""Achilles_tendon"", ""Achilles""]",12985,4302,"[""Achilles_tendon"", ""Latin"", ""Latin_alphabet"", ""Roman_Empire"", ""Sculpture"", ""Ancient_Greece"", ""Jewellery"", ""Ivory""]",55736,60050,Medium
Pyramid_Bean_4,Pyramid,Bean,,0,0,"[""Pyramid"", ""Mexico"", ""Agriculture"", ""Vegetable"", ""Bean""]",2205,2853,"[""Pyramid"", ""Great_Pyramid_of_Giza"", ""Agriculture"", ""Soybean"", ""Seed"", ""Pea"", ""Bean""]",8892,5033,,0,0,Hard
Aircraft_Google_4,Aircraft,Google,"[""Aircraft"", ""Aeronautical engineering"", ""Engineering"", ""Technology"", ""Internet"", ""Search engine"", ""Google""]",298,1779,"[""Aircraft"", ""United_Kingdom"", ""Computer"", ""Internet"", ""World_Wide_Web"", ""Google""]",3310,2248,"[""Aircraft"", ""United_Kingdom"", ""Television"", ""Internet"", ""Information"", ""Computer_science"", ""Computer_programming"", ""Microsoft"", ""World_Wide_Web"", ""Google""]",13368,5588,"[""Aircraft"", ""United_Kingdom"", ""Computer"", ""World_Wide_Web"", ""Google""]",14271,13443,Hard
Computer_Fruit_4,Computer,Fruit,,0,0,,0,0,"[""Computer"", ""Toy"", ""Apple"", ""Fruit""]",4916,1470,"[""Computer"", ""Computer_and_video_games"", ""Pac-Man"", ""Fruit""]",2809,4162,Hard
Batman_Penguin_4,Batman,Penguin,"[""Batman"", ""Penguin (character)""]",299,179,"[""Batman"", ""Crime"", ""Culture"", ""Nature"", ""Animal"", ""Bird"", ""Penguin""]",3309,3086,"[""Batman"", ""Crime"", ""Police"", ""Hong_Kong"", ""Asia"", ""Earth"", ""Antarctica"", ""Penguin""]",11507,3835,"[""Batman"", ""Crime"", ""United_States"", ""Antarctica"", ""Penguin""]",12101,9518,Hard
Calculus_Lemon_4,Calculus,Lemon,,0,0,"[""Calculus"", ""Mathematics"", ""Economics"", ""United_States"", ""Agriculture"", ""Fruit"", ""Citrus"", ""Lemon""]",5302,4502,"[""Calculus"", ""Business"", ""Money"", ""Water"", ""Color"", ""Fruit"", ""Citrus"", ""Lemon""]",11103,6493,"[""Calculus"", ""Biology"", ""Plant"", ""Fruit"", ""Citrus"", ""Lemon""]",18234,17218,Hard
George_W._Bush_Monkey_4,George_W._Bush,Monkey,"[""George_W._Bush"", ""George_H._W._Bush"", ""United_States"", ""Wildlife_of_the_United_States"", ""Mammals_of_the_United_States"", ""Primates"", ""Monkey""]",301,1933,"[""George_W._Bush"", ""United_States""]",3710,2578,"[""George_W._Bush"", ""Panama"", ""Uruguay"", ""Brazil"", ""Rainforest"", ""Monkey""]",8351,4949,,0,0,Hard
Batman_Coconut_crab_4,Batman,Coconut_crab,"[""Batman"", ""Bat"", ""Chiroptera"", ""Mammal"", ""Animal"", ""Crustacean"", ""Crab"", ""Coconut_crab""]",301,1117,"[""Batman"", ""Chemistry"", ""Organism"", ""Arthropod""]",6702,6573,"[""Batman"", ""Spring_Heeled_Jack""]",16461,6958,"[""Batman"", ""Superman"", ""Earth"", ""Ocean"", ""Crustacean"", ""Arthropod"", ""Coconut_crab""]",42182,47258,Hard
Batman_Peanut_4,Batman,Peanut,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Cell_(biology)"", ""Organism"", ""Plant"", ""Agriculture"", ""Pea"", ""Vegetable"", ""Bean"", ""Peanut""]",5284,5690,"[""Batman"", ""Superman"", ""Seinfeld"", ""Television"", ""Sound"", ""Bat"", ""Seed"", ""Peanut""]",8361,4169,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Seed"", ""Peanut""]",21233,19534,Hard
Cat_University_4,Cat,University,,0,0,"[""Cat"", ""Animal"", ""Human"", ""Science"", ""University""]",2531,1934,"[""Cat"", ""Dog"", ""Africa"", ""Nigeria"", ""India"", ""United_States"", ""Education_in_the_United_States"", ""University""]",14124,4519,"[""Cat"", ""Evolution"", ""Science"", ""University""]",7293,5860,Hard
God_Apple_4,God,Apple,,0,0,"[""God"", ""United_States"", ""Computer"", ""Internet"", ""Cloud"", ""Color"", ""Fruit"", ""Apple""]",5033,4136,"[""God"", ""United_States""]",15562,6052,"[""God"", ""Bible"", ""Hebrew_language"", ""English_language"", ""United_States"", ""Agriculture"", ""Fruit"", ""Apple""]",69072,68378,Hard
Canada_Pony_4,Canada,Pony,"[""Canada"", ""Horse"", ""Pony""]",299,306,"[""Canada"", ""French_language""]",8388,10384,"[""Canada"", ""Beaver""]",12942,5041,,0,0,Hard
AIDS_Tour_de_France_4,AIDS,Tour_de_France,"[""AIDS"", ""Human immunodeficiency virus"", ""Human"", ""Human society"", ""Sports"", ""Cycling"", ""Tour de France""]",302,1600,"[""AIDS"", ""France"", ""Paris"", ""Tour_de_France""]",2224,1513,"[""AIDS"", ""France"", ""Paris""]",6497,1573,"[""AIDS"", ""France"", ""Paris"", ""Tour_de_France""]",5581,3414,Hard
Cereal_Kurt_Cobain_4,Cereal,Kurt_Cobain,,0,0,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3615,1821,"[""Cereal"", ""North_America"", ""United_Kingdom"", ""Iron_Maiden"", ""United_States"", ""Music_of_the_United_States"", ""Nirvana_(band)"", ""Kurt_Cobain""]",13094,5215,,0,0,Hard
Christianity_Natalie_Portman_4,Christianity,Natalie_Portman,"[""Christianity"", ""Religion"", ""Culture"", ""Performing arts"", ""Acting (performing arts)"", ""Award"", ""Academy Awards"", ""Academy Award for Best Actress"", ""Natalie Portman""]",302,1974,"[""Christianity"", ""Jesus""]",5768,4812,"[""Christianity"", ""A_cappella"", ""Renaissance_music""]",13404,7569,"[""Christianity"", ""Middle_East"", ""Israel"", ""Jerusalem"", ""Natalie_Portman""]",21912,16613,Hard
Colombia_Menthol_4,Colombia,Menthol,"[""Colombia"", ""Biodiversity"", ""Biology"", ""Organic chemistry"", ""Monoterpenes"", ""Menthol""]",300,1294,"[""Colombia"", ""United_States""]",7329,6251,,0,0,,0,0,Hard
Napoleonic_Wars_Superman_4,Napoleonic_Wars,Superman,,0,0,"[""Napoleonic_Wars"", ""United_States""]",6382,9488,"[""Napoleonic_Wars"", ""United_States""]",19144,8613,,0,0,Hard
Batman_Wikisource_4,Batman,Wikisource,,0,0,"[""Batman"", ""Superman"", ""World_War_II""]",6514,7236,"[""Batman"", ""Crime"", ""Utilitarianism""]",14581,5881,,0,0,Hard
Christianity_Coconut_crab_4,Christianity,Coconut_crab,,0,0,"[""Christianity"", ""Philippines""]",6499,5511,"[""Christianity"", ""Philippines""]",13767,8317,"[""Christianity"", ""Oceania"", ""Christmas_Island"", ""Coconut_crab""]",5054,5188,Hard
David_Beckham_Frog_4,David_Beckham,Frog,,0,0,,0,0,"[""David_Beckham"", ""France"", ""River"", ""Fresh_water"", ""Fish"", ""Dolphin"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Tree_frog"", ""Frog""]",13058,5019,,0,0,Hard
Geometry_Volleyball_4,Geometry,Volleyball,,0,0,"[""Geometry"", ""Mathematics"", ""Motion_(physics)""]",3904,3162,"[""Geometry"", ""Physics"", ""Engineering"", ""Medicine"", ""Health"", ""Triathlon"", ""Olympic_Games"", ""Football"", ""Volleyball""]",11775,4452,"[""Geometry"", ""Mathematics"", ""Statistics"", ""Education"", ""University"", ""Greece"", ""Olympic_Games"", ""Volleyball""]",53321,38900,Hard
Brain_Telephone_5,Brain,Telephone,"[""Brain"", ""Brain function"", ""Information processing"", ""Communication"", ""Telephone""]",298,1149,"[""Brain"", ""Action_potential"", ""Capacitance"", ""Maxwell's_equations"", ""Electromagnetic_radiation"", ""Electricity"", ""Alexander_Graham_Bell"", ""Telephone""]",3540,2970,"[""Brain"", ""Chordate"", ""Bird"", ""Human"", ""Communication"", ""Telephone""]",7429,2119,"[""Brain"", ""Mind"", ""History_of_science"", ""Telecommunication"", ""Telephone""]",10296,6450,Medium
Theatre_Zebra_5,Theatre,Zebra,"[""Theatre"", ""Museum"", ""Zoo"", ""Animal"", ""Mammal"", ""Equidae"", ""Equus"", ""Zebra""]",300,1199,"[""Theatre"", ""Music"", ""Art"", ""Painting"", ""Color"", ""Aristotle"", ""Biology"", ""Animal"", ""Mammal"", ""Zebra""]",4993,6430,"[""Theatre"", ""Paris"", ""Garden"", ""Bird"", ""Animal"", ""Mammal"", ""Zebra""]",9727,3072,,0,0,Medium
Asteroid_Viking_5,Asteroid,Viking,"[""Asteroid"", ""Spacecraft"", ""NASA"", ""Mars"", ""Viking (rocket)""]",300,1617,"[""Asteroid"", ""Mars""]",5076,5556,,0,0,"[""Asteroid"", ""Mars"", ""Mars_Exploration_Rover"", ""Geology"", ""Plate_tectonics"", ""Iceland"", ""Viking""]",23517,25909,Medium
Batman_Wood_5,Batman,Wood,,0,0,,0,0,"[""Batman"", ""Chemistry"", ""Carbon"", ""Earth"", ""Soil"", ""Forest"", ""Tree"", ""Wood""]",10143,3186,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Wood""]",9852,9281,Medium
Beer_Sun_5,Beer,Sun,,0,0,"[""Beer"", ""Ethanol"", ""Oxygen"", ""Earth's_atmosphere"", ""Ultraviolet"", ""Sun""]",2696,3242,"[""Beer"", ""Water"", ""Sun""]",3630,942,"[""Beer"", ""Ethanol"", ""Hydrogen"", ""Sun""]",4421,3982,Medium
Batman_Banana_5,Batman,Banana,"[""Batman"", ""Bruce Wayne"", ""Wayne Enterprises"", ""New York City"", ""United States"", ""Agriculture"", ""Fruits"", ""Banana""]",299,1769,"[""Batman"", ""Chemistry"", ""Water"", ""Agriculture"", ""Fruit"", ""Banana""]",3061,2342,"[""Batman"", ""Spring_Heeled_Jack""]",14597,5897,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Fruit"", ""Banana""]",17044,15033,Medium
Cat_Computer_5,Cat,Computer,"[""Cat"", ""Felis catus"", ""Felis"", ""Felidae"", ""Panthera tigris"", ""Tiger (Mac\u202fOS)"", ""Mac OS"", ""Apple Computer"", ""Computer""]",298,1663,"[""Cat"", ""Animal"", ""Human"", ""Technology"", ""Computer""]",2487,2609,"[""Cat"", ""Sound"", ""Matter"", ""Science"", ""World_Wide_Web"", ""Internet"", ""Linux"", ""Unix"", ""Microsoft"", ""Computer""]",11662,3755,"[""Cat"", ""Color"", ""Physics"", ""Computer""]",5210,4843,Medium
Cat_Microsoft_5,Cat,Microsoft,,0,0,"[""Cat"", ""Mammal"", ""20th_century"", ""Computer"", ""Microsoft_Windows"", ""Microsoft""]",2858,2833,"[""Cat"", ""Color"", ""Fruit"", ""Wine"", ""Apple"", ""Europe"", ""Germany"", ""Internet"", ""Microsoft""]",14072,5247,"[""Cat"", ""Mammal"", ""20th_century"", ""Computer"", ""Internet"", ""Microsoft""]",28901,21052,Medium
Dog_Telephone_5,Dog,Telephone,"[""Dog"", ""Animal"", ""Animal husbandry"", ""Production farming"", ""Agriculture"", ""Crop"", ""Plant"", ""Biology"", ""Science"", ""Technology"", ""Telecommunications"", ""Telephone""]",298,1183,"[""Dog"", ""English_language"", ""Language"", ""Communication"", ""Telephone""]",2421,2237,"[""Dog"", ""DNA"", ""Plant""]",17355,7350,"[""Dog"", ""English_language"", ""United_Kingdom"", ""Computer"", ""Telephone""]",11851,9565,Medium
Dog_Venus_5,Dog,Venus,"[""Dog"", ""Domestic dog"", ""Canine"", ""Mammal"", ""Vertebrate"", ""Animal"", ""Life"", ""Biology"", ""Science"", ""Astronomy"", ""Solar System"", ""Venus""]",299,700,"[""Dog"", ""Animal"", ""Organism"", ""Carbon"", ""Earth"", ""Solar_System"", ""Planet"", ""Venus""]",4430,4643,"[""Dog"", ""Bonobo"", ""Insect"", ""Amber"", ""Aristotle"", ""Astronomy"", ""Planet"", ""Solar_System"", ""Venus""]",12954,5386,"[""Dog"", ""Animal"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",15112,17377,Medium
Aluminium_chloride_Parrot_5,Aluminium_chloride,Parrot,,0,0,"[""Aluminium_chloride"", ""Chlorine"", ""Water"", ""Fresh_water"", ""Earth"", ""Animal"", ""Bird"", ""Parrot""]",4405,5279,"[""Aluminium_chloride"", ""Aluminium"", ""Australia""]",15155,6318,"[""Aluminium_chloride"", ""Salt"", ""Color"", ""Bird"", ""Parrot""]",11911,14489,Medium
Batman_Bible_5,Batman,Bible,"[""Batman"", ""DC Comics"", ""Comics"", ""Comic books"", ""Art"", ""Culture"", ""Religion"", ""Bible""]",298,388,"[""Batman"", ""Earthquake"", ""United_Kingdom"", ""Church_of_England"", ""Anglicanism"", ""Christianity"", ""Jesus"", ""Bible""]",4822,2421,"[""Batman"", ""Crime"", ""Religion"", ""Bible""]",3932,882,"[""Batman"", ""Crime"", ""Religion"", ""Bible""]",3999,2469,Medium
England_God_5,England,God,"[""England"", ""Church of England"", ""Christianity"", ""God""]",298,320,"[""England"", ""Christianity"", ""Bible"", ""God""]",2415,1766,"[""England"", ""Christianity"", ""Jesus"", ""God""]",5775,1654,"[""England"", ""Hinduism"", ""God""]",3639,1460,Medium
Art_Mango_5,Art,Mango,"[""Art"", ""Still life"", ""Fruit"", ""Mango""]",299,570,"[""Art"", ""Painting"", ""Color"", ""Fruit"", ""Mango""]",2380,2695,"[""Art"", ""Sultan"", ""Malwa_(Madhya_Pradesh)"", ""Peanut"", ""Cultivar"", ""Plant"", ""Fruit"", ""Mango""]",10396,3897,"[""Art"", ""Australia"", ""Asia"", ""India"", ""Mango""]",10490,10115,Medium
14th_century_Rainbow_5,14th_century,Rainbow,"[""14th_century"", ""Medieval_Europe"", ""Science_and_technology_in_medieval_Europe"", ""Alchemy"", ""Chemistry"", ""Physics"", ""Light"", ""Spectrum"", ""Rainbow""]",301,1965,"[""14th_century"", ""Renaissance""]",4040,3889,"[""14th_century"", ""Abacus"", ""Japan"", ""United_States"", ""United_Kingdom"", ""Lion"", ""Elephant"", ""Eye"", ""Color"", ""Rainbow""]",16120,7401,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",7896,5881,Medium
Electricity_God_5,Electricity,God,"[""Electricity"", ""Electrical engineering"", ""Engineering"", ""Technology"", ""Science"", ""Religion"", ""God""]",299,872,"[""Electricity"", ""Physics"", ""Universe"", ""History"", ""Society"", ""Culture"", ""Religion"", ""God""]",4079,2567,"[""Electricity"", ""Heat"", ""Matter"", ""Science"", ""Philosophy"", ""Religion"", ""God""]",9639,2213,"[""Electricity"", ""Physics"", ""Philosophy"", ""Religion"", ""God""]",9806,7481,Medium
